,batch_id,initial_weight_kg,meat_temp_c,grind_size_mm,water_ratio,fat_ratio,final_weight_kg,yield_loss_ratio
8238,8239,19.44,-2.7,3,0.17,0.18,17.04,0.123
8239,8240,12.29,-1.2,5,0.07,0.17,10.85,0.117
8240,8241,20.65,1.3,8,0.12,0.16,17.89,0.134
8241,8242,20.16,-0.8,8,0.07,0.15,17.5,0.132
8242,8243,10.37,-3.8,3,0.14,0.25,9.41,0.093
8243,8244,16.18,-3.1,8,0.12,0.16,14.85,0.082
8244,8245,14.99,-1.4,5,0.14,0.24,13.78,0.081
8245,8246,20.04,1.9,5,0.15,0.17,17.64,0.12
8246,8247,13.24,-3.1,8,0.14,0.26,12.13,0.084
8247,8248,18.86,1.0,5,0.09,0.13,17.74,0.059
8248,8249,23.7,-2.9,5,0.18,0.13,22.19,0.064
8249,8250,21.97,-2.1,8,0.13,0.24,19.19,0.127
8250,8251,23.82,-2.5,8,0.12,0.28,21.52,0.097
8251,8252,24.68,-3.4,3,0.2,0.13,23.4,0.052
8252,8253,10.16,2.0,3,0.09,0.11,9.05,0.109
8253,8254,19.34,0.2,5,0.13,0.29,16.7,0.137
8254,8255,16.19,3.5,8,0.15,0.12,14.92,0.078
8255,8256,22.9,-3.1,5,0.07,0.15,20.49,0.105
8256,8257,13.78,-2.7,8,0.1,0.29,11.61,0.157
8257,8258,24.72,-1.2,5,0.17,0.26,23.11,0.065
8258,8259,19.21,2.9,5,0.09,0.17,16.7,0.131
8259,8260,21.9,-1.2,5,0.12,0.29,18.28,0.165
8260,8261,11.28,-0.3,3,0.14,0.21,10.19,0.097
8261,8262,12.75,-1.3,8,0.15,0.11,11.31,0.113
8262,8263,21.38,-3.3,5,0.16,0.24,18.78,0.122
8263,8264,10.33,4.5,3,0.18,0.21,9.67,0.064
8264,8265,22.25,0.9,5,0.11,0.21,19.28,0.133
8265,8266,10.21,3.1,5,0.16,0.3,8.73,0.145
8266,8267,19.86,1.9,8,0.16,0.13,17.09,0.139
8267,8268,15.48,0.6,5,0.1,0.23,13.71,0.114
8268,8269,19.17,-3.2,8,0.2,0.19,17.71,0.076
8269,8270,20.44,1.8,3,0.18,0.15,19.39,0.051
8270,8271,15.14,-2.6,3,0.09,0.24,14.22,0.061
8271,8272,11.62,-0.3,5,0.15,0.23,10.22,0.12
8272,8273,11.04,1.7,3,0.16,0.27,9.83,0.11
8273,8274,18.83,3.0,8,0.11,0.28,16.57,0.12
8274,8275,17.81,2.2,8,0.18,0.21,15.32,0.14
8275,8276,21.13,2.0,3,0.15,0.17,19.95,0.056
8276,8277,17.65,-2.7,8,0.15,0.21,16.41,0.07
8277,8278,16.34,-0.9,8,0.08,0.17,14.52,0.111
8278,8279,15.97,-3.6,5,0.11,0.16,14.89,0.068
8279,8280,10.4,2.5,5,0.12,0.21,8.93,0.141
8280,8281,15.03,4.6,8,0.16,0.23,13.04,0.132
8281,8282,24.64,-1.6,3,0.14,0.22,22.23,0.098
8282,8283,23.1,-3.2,8,0.06,0.29,21.5,0.069
8283,8284,14.94,0.3,5,0.1,0.16,13.45,0.1
8284,8285,18.82,3.7,3,0.12,0.17,17.62,0.064
8285,8286,22.71,1.0,8,0.16,0.23,21.0,0.075
8286,8287,16.62,-3.6,3,0.16,0.22,15.35,0.076
8287,8288,10.27,4.8,3,0.12,0.1,9.56,0.069
8288,8289,11.12,3.5,3,0.07,0.16,10.21,0.082
8289,8290,17.66,-2.8,8,0.09,0.15,15.64,0.114
8290,8291,24.54,4.3,5,0.09,0.27,23.12,0.058
8291,8292,20.4,0.1,3,0.17,0.27,17.46,0.144
8292,8293,11.06,-0.7,3,0.08,0.16,9.75,0.118
8293,8294,12.84,0.1,8,0.12,0.12,11.27,0.122
8294,8295,21.57,3.5,5,0.15,0.14,20.26,0.061
8295,8296,22.62,1.9,5,0.19,0.14,19.77,0.126
8296,8297,19.27,-3.5,8,0.2,0.15,17.51,0.091
8297,8298,19.67,4.6,3,0.19,0.15,17.98,0.086
8298,8299,10.43,-2.7,8,0.16,0.2,8.86,0.151
8299,8300,22.43,2.7,5,0.16,0.16,21.0,0.064
8300,8301,21.82,1.7,3,0.16,0.21,19.82,0.092
8301,8302,13.89,-2.3,3,0.18,0.17,12.47,0.102
8302,8303,20.63,-2.5,5,0.19,0.26,17.48,0.153
8303,8304,13.22,3.8,3,0.12,0.29,12.18,0.079
8304,8305,10.6,-0.2,8,0.11,0.18,9.41,0.112
8305,8306,13.02,1.9,5,0.12,0.11,12.23,0.061
8306,8307,12.68,0.5,5,0.15,0.15,11.0,0.132
8307,8308,15.07,2.5,3,0.17,0.12,14.11,0.064
8308,8309,16.28,0.3,5,0.18,0.17,15.14,0.07
8309,8310,17.63,-1.4,8,0.12,0.23,15.02,0.148
8310,8311,17.15,-0.7,5,0.1,0.2,16.01,0.066
8311,8312,14.06,3.7,3,0.2,0.15,13.15,0.065
8312,8313,10.44,0.2,5,0.08,0.25,8.96,0.142
8313,8314,19.08,-2.1,3,0.08,0.13,16.5,0.135
8314,8315,15.94,4.4,3,0.16,0.15,14.82,0.07
8315,8316,14.48,3.2,8,0.08,0.24,13.61,0.06
8316,8317,23.0,-3.5,5,0.11,0.14,20.87,0.093
8317,8318,21.2,5.0,8,0.09,0.24,19.77,0.067
8318,8319,22.87,2.3,8,0.08,0.3,19.94,0.128
8319,8320,17.42,-2.6,5,0.14,0.27,16.12,0.075
8320,8321,11.96,-1.9,8,0.11,0.13,10.41,0.13
8321,8322,20.44,2.2,8,0.12,0.2,19.03,0.069
8322,8323,13.09,3.0,3,0.08,0.18,11.97,0.086
8323,8324,16.62,-1.8,8,0.17,0.3,14.9,0.103
8324,8325,10.98,-1.7,5,0.1,0.29,9.65,0.121
8325,8326,22.38,-1.2,3,0.1,0.13,21.1,0.057
8326,8327,11.89,1.4,8,0.09,0.28,10.61,0.108
8327,8328,23.55,-2.5,8,0.12,0.14,21.2,0.1
8328,8329,22.96,-3.1,5,0.12,0.16,19.6,0.146
8329,8330,16.97,2.1,8,0.13,0.17,15.96,0.06
8330,8331,21.17,3.0,5,0.2,0.16,18.88,0.108
8331,8332,19.29,0.5,8,0.19,0.27,16.86,0.126
8332,8333,22.05,-0.7,8,0.14,0.17,19.23,0.128
8333,8334,16.48,-0.1,5,0.06,0.26,15.05,0.087
8334,8335,21.79,-0.5,3,0.14,0.3,19.5,0.105
8335,8336,16.94,4.6,5,0.06,0.27,15.73,0.071
8336,8337,24.11,2.9,3,0.16,0.17,21.38,0.113
8337,8338,17.3,-2.1,3,0.11,0.24,14.8,0.145
8338,8339,16.94,-0.5,5,0.18,0.21,14.53,0.142
8339,8340,21.78,0.9,5,0.19,0.26,20.36,0.065
8340,8341,22.32,1.5,8,0.11,0.13,19.62,0.121
8341,8342,18.32,0.2,8,0.12,0.23,17.06,0.069
8342,8343,12.7,3.3,3,0.14,0.25,11.99,0.056
8343,8344,17.02,2.9,8,0.08,0.25,15.75,0.075
8344,8345,24.52,0.5,5,0.19,0.29,23.14,0.056
8345,8346,21.29,3.7,3,0.11,0.11,19.08,0.104
8346,8347,22.17,2.8,8,0.08,0.17,18.77,0.153
8347,8348,10.49,3.0,8,0.16,0.2,9.04,0.138
8348,8349,17.02,4.6,5,0.08,0.16,15.72,0.076
8349,8350,19.7,-1.6,5,0.07,0.16,17.47,0.113
8350,8351,22.45,-1.6,8,0.13,0.14,20.42,0.09
8351,8352,10.74,4.0,3,0.15,0.26,9.45,0.12
8352,8353,22.79,3.0,3,0.14,0.28,20.36,0.107
8353,8354,18.23,4.3,5,0.15,0.12,16.47,0.097
8354,8355,12.96,-3.4,5,0.07,0.13,11.35,0.124
8355,8356,14.76,1.6,5,0.12,0.15,13.88,0.06
8356,8357,14.23,-2.7,8,0.1,0.2,12.7,0.108
8357,8358,17.96,0.5,8,0.2,0.26,16.25,0.095
8358,8359,10.78,-2.6,5,0.06,0.11,9.9,0.082
8359,8360,12.38,-2.8,3,0.09,0.23,11.36,0.082
8360,8361,22.19,-3.9,5,0.19,0.13,19.8,0.108
8361,8362,11.99,1.7,5,0.2,0.29,10.77,0.102
8362,8363,13.5,-0.8,3,0.17,0.28,11.92,0.117
8363,8364,16.8,-3.1,3,0.06,0.29,15.14,0.099
8364,8365,17.76,-1.1,3,0.13,0.12,15.92,0.104
8365,8366,21.45,-2.5,3,0.11,0.2,20.15,0.061
8366,8367,16.71,4.5,8,0.17,0.13,14.98,0.104
8367,8368,21.85,-1.1,8,0.06,0.22,19.61,0.103
8368,8369,19.28,-1.0,5,0.08,0.15,16.45,0.147
8369,8370,11.7,3.6,8,0.12,0.25,9.95,0.15
8370,8371,12.34,1.8,5,0.07,0.23,11.56,0.063
8371,8372,16.56,2.4,5,0.15,0.21,14.37,0.132
8372,8373,15.95,1.7,3,0.17,0.27,14.62,0.083
8373,8374,21.15,4.5,3,0.16,0.2,19.0,0.102
8374,8375,18.71,-2.1,8,0.12,0.15,17.14,0.084
8375,8376,15.82,4.9,8,0.18,0.22,14.36,0.092
8376,8377,12.56,3.5,8,0.07,0.29,10.73,0.146
8377,8378,13.4,1.3,8,0.09,0.22,11.52,0.14
8378,8379,18.63,2.0,3,0.12,0.23,16.13,0.134
8379,8380,16.35,1.8,3,0.06,0.29,15.09,0.077
8380,8381,17.72,-3.5,8,0.06,0.2,16.28,0.081
8381,8382,12.56,-2.0,5,0.11,0.3,10.98,0.126
8382,8383,19.94,4.7,3,0.19,0.13,18.74,0.06
8383,8384,22.79,0.8,3,0.19,0.21,21.17,0.071
8384,8385,13.87,-0.6,3,0.12,0.14,12.47,0.101
8385,8386,17.37,2.9,3,0.07,0.19,16.32,0.06
8386,8387,24.63,0.7,8,0.08,0.13,23.24,0.056
8387,8388,15.0,-3.9,8,0.11,0.14,13.4,0.107
8388,8389,18.93,2.6,5,0.08,0.14,17.28,0.087
8389,8390,11.35,2.6,3,0.06,0.16,9.97,0.122
8390,8391,19.09,-2.5,8,0.15,0.13,17.2,0.099
8391,8392,11.34,4.6,8,0.14,0.26,9.99,0.119
8392,8393,24.39,-2.0,3,0.09,0.14,22.36,0.083
8393,8394,20.73,0.1,8,0.17,0.18,19.5,0.059
8394,8395,21.82,-3.0,8,0.17,0.1,20.28,0.071
8395,8396,20.56,1.4,8,0.12,0.12,19.04,0.074
8396,8397,18.85,-0.6,5,0.06,0.28,16.68,0.115
8397,8398,16.75,-0.8,8,0.19,0.27,14.66,0.125
8398,8399,22.88,3.4,3,0.15,0.27,19.73,0.138
8399,8400,24.35,-3.9,3,0.09,0.18,23.01,0.055
8400,8401,17.49,3.2,3,0.14,0.13,16.68,0.046
8401,8402,23.97,1.1,8,0.11,0.12,21.56,0.101
8402,8403,18.75,4.9,5,0.15,0.22,16.89,0.099
8403,8404,18.08,1.3,8,0.12,0.27,14.84,0.179
8404,8405,16.82,-3.5,3,0.12,0.28,14.69,0.127
8405,8406,13.14,-3.5,5,0.16,0.16,11.64,0.114
8406,8407,10.06,3.9,5,0.14,0.16,8.78,0.127
8407,8408,13.62,3.6,8,0.06,0.12,11.58,0.15
8408,8409,17.65,-0.9,3,0.06,0.25,15.65,0.113
8409,8410,15.7,1.6,8,0.1,0.16,13.48,0.141
8410,8411,16.73,0.4,3,0.11,0.2,14.79,0.116
8411,8412,24.71,4.7,5,0.09,0.29,23.02,0.068
8412,8413,15.25,4.5,8,0.15,0.25,13.32,0.127
8413,8414,16.78,4.9,5,0.08,0.11,14.93,0.11
8414,8415,12.0,3.8,3,0.16,0.1,10.92,0.09
8415,8416,10.72,4.2,5,0.17,0.26,9.29,0.133
8416,8417,21.63,-2.0,5,0.07,0.21,18.29,0.154
8417,8418,18.56,3.5,5,0.15,0.24,16.22,0.126
8418,8419,21.41,2.4,8,0.19,0.13,19.81,0.075
8419,8420,12.25,4.7,3,0.08,0.27,11.61,0.052
8420,8421,18.58,1.1,5,0.19,0.25,16.68,0.102
8421,8422,13.8,-3.2,5,0.14,0.28,12.2,0.116
8422,8423,13.42,1.4,5,0.14,0.17,12.34,0.08
8423,8424,10.17,2.2,5,0.06,0.16,9.25,0.09
8424,8425,11.96,-2.0,3,0.16,0.13,10.99,0.081
8425,8426,14.64,-0.5,3,0.12,0.29,12.77,0.128
8426,8427,11.75,1.4,8,0.16,0.14,10.77,0.083
8427,8428,24.79,-0.6,3,0.17,0.12,22.31,0.1
8428,8429,14.63,-0.6,3,0.13,0.14,13.58,0.072
8429,8430,11.95,-2.8,5,0.09,0.25,10.76,0.1
8430,8431,12.99,4.5,8,0.07,0.28,10.9,0.161
8431,8432,18.82,2.8,8,0.07,0.26,17.08,0.092
8432,8433,10.96,-4.0,5,0.18,0.21,9.96,0.091
8433,8434,22.94,2.9,8,0.07,0.3,19.15,0.165
8434,8435,24.42,2.7,3,0.11,0.11,22.73,0.069
8435,8436,13.7,-3.9,8,0.1,0.27,11.14,0.187
8436,8437,16.75,-0.7,5,0.18,0.19,14.21,0.152
8437,8438,10.33,1.5,8,0.12,0.19,8.57,0.17
8438,8439,19.61,0.1,8,0.2,0.13,16.45,0.161
8439,8440,16.21,3.0,8,0.16,0.11,14.2,0.124
8440,8441,14.05,-0.2,5,0.18,0.16,13.17,0.063
8441,8442,13.1,-2.6,3,0.06,0.13,12.15,0.073
8442,8443,19.81,4.8,8,0.09,0.2,18.23,0.08
8443,8444,16.24,-1.8,3,0.07,0.13,15.17,0.066
8444,8445,12.69,2.5,3,0.12,0.13,11.96,0.058
8445,8446,20.34,-2.7,3,0.16,0.28,18.02,0.114
8446,8447,18.48,-1.0,8,0.08,0.28,16.45,0.11
8447,8448,22.88,-0.0,3,0.07,0.29,21.43,0.063
8448,8449,11.76,-2.3,8,0.14,0.24,10.69,0.091
8449,8450,21.78,0.0,8,0.08,0.25,19.08,0.124
8450,8451,20.1,-2.6,8,0.12,0.27,18.59,0.075
8451,8452,11.73,1.0,3,0.06,0.23,10.2,0.13
8452,8453,20.42,2.0,8,0.15,0.17,17.94,0.121
8453,8454,16.62,-3.4,5,0.13,0.13,14.11,0.151
8454,8455,24.17,3.8,5,0.15,0.15,21.81,0.098
8455,8456,12.12,-2.3,5,0.09,0.27,10.18,0.16
8456,8457,19.64,-2.0,8,0.09,0.24,17.37,0.116
8457,8458,15.73,2.0,5,0.17,0.19,14.76,0.062
8458,8459,24.35,0.2,8,0.16,0.11,20.53,0.157
8459,8460,14.95,0.5,8,0.14,0.15,14.06,0.06
8460,8461,24.43,-2.8,8,0.14,0.25,21.88,0.104
8461,8462,23.52,3.3,3,0.06,0.2,21.37,0.091
8462,8463,14.06,1.6,5,0.18,0.19,12.19,0.133
8463,8464,22.05,-2.8,8,0.17,0.16,18.53,0.16
8464,8465,24.93,-0.6,5,0.14,0.22,22.52,0.097
8465,8466,13.79,3.3,5,0.19,0.29,11.71,0.151
8466,8467,16.55,1.1,3,0.08,0.28,14.11,0.147
8467,8468,17.8,-3.0,5,0.15,0.11,15.54,0.127
8468,8469,14.42,-0.6,8,0.19,0.2,11.98,0.169
8469,8470,10.23,-1.8,8,0.1,0.17,9.19,0.102
8470,8471,13.3,0.7,5,0.05,0.2,11.66,0.123
8471,8472,14.23,3.6,5,0.16,0.22,12.73,0.105
8472,8473,16.65,-0.1,3,0.05,0.14,15.23,0.085
8473,8474,12.57,-0.1,8,0.18,0.26,11.53,0.083
8474,8475,23.1,4.1,5,0.06,0.2,21.55,0.067
8475,8476,20.57,1.2,5,0.15,0.3,18.11,0.12
8476,8477,11.28,1.1,8,0.11,0.11,10.57,0.063
8477,8478,19.75,-1.6,5,0.08,0.14,16.91,0.144
8478,8479,19.8,1.5,3,0.18,0.24,17.99,0.091
8479,8480,24.34,1.2,5,0.16,0.24,21.04,0.136
8480,8481,10.05,-0.4,5,0.1,0.22,9.11,0.094
8481,8482,13.72,4.9,3,0.09,0.29,12.02,0.124
8482,8483,23.92,3.9,3,0.16,0.18,22.64,0.054
8483,8484,23.98,2.7,3,0.18,0.18,21.3,0.112
8484,8485,20.81,0.8,8,0.16,0.28,19.37,0.069
8485,8486,21.49,0.2,5,0.15,0.21,19.23,0.105
8486,8487,11.37,-2.3,5,0.08,0.17,10.65,0.063
8487,8488,17.71,-1.2,3,0.18,0.24,16.69,0.058
8488,8489,13.47,3.0,8,0.16,0.22,11.53,0.144
8489,8490,12.72,0.1,3,0.13,0.16,11.08,0.129
8490,8491,22.15,3.9,5,0.13,0.16,19.39,0.125
8491,8492,12.03,-2.7,8,0.14,0.18,11.27,0.063
8492,8493,17.03,0.6,8,0.17,0.11,14.65,0.14
8493,8494,24.08,1.8,5,0.16,0.29,20.79,0.137
8494,8495,12.79,0.7,8,0.18,0.14,11.6,0.093
8495,8496,24.67,4.0,8,0.13,0.14,22.68,0.081
8496,8497,24.91,4.9,3,0.14,0.23,22.84,0.083
8497,8498,18.33,-3.0,8,0.18,0.24,17.09,0.068
8498,8499,12.55,-2.8,3,0.08,0.25,10.6,0.155
8499,8500,14.74,-2.8,8,0.12,0.18,12.59,0.146
8500,8501,16.37,2.1,3,0.14,0.27,14.17,0.134
8501,8502,14.64,-0.6,3,0.19,0.21,13.69,0.065
8502,8503,14.21,2.6,8,0.05,0.19,13.38,0.058
8503,8504,24.58,-0.4,3,0.08,0.26,22.9,0.068
8504,8505,12.3,1.6,5,0.09,0.15,11.58,0.059
8505,8506,21.0,2.9,5,0.1,0.27,19.17,0.087
8506,8507,10.01,0.9,8,0.09,0.21,8.7,0.131
8507,8508,18.94,0.9,8,0.14,0.28,15.67,0.173
8508,8509,23.74,-3.2,8,0.18,0.14,21.71,0.086
8509,8510,14.32,-0.3,5,0.15,0.29,12.06,0.158
8510,8511,12.78,0.9,8,0.09,0.24,11.72,0.083
8511,8512,19.78,0.2,8,0.18,0.22,17.34,0.123
8512,8513,20.69,4.1,3,0.14,0.18,19.22,0.071
8513,8514,20.32,4.2,8,0.08,0.29,18.01,0.114
8514,8515,14.79,3.4,5,0.1,0.19,13.88,0.062
8515,8516,13.78,-0.6,5,0.17,0.2,12.36,0.103
8516,8517,24.34,2.5,8,0.16,0.26,22.41,0.079
8517,8518,23.85,-0.4,5,0.14,0.16,22.49,0.057
8518,8519,16.86,-1.9,3,0.07,0.16,14.69,0.129
8519,8520,22.69,-0.9,3,0.17,0.26,19.92,0.122
8520,8521,16.78,-3.4,8,0.1,0.13,13.83,0.176
8521,8522,16.37,-1.0,8,0.17,0.26,13.35,0.184
8522,8523,12.35,0.1,3,0.15,0.23,11.67,0.055
8523,8524,16.4,4.6,3,0.09,0.21,14.68,0.105
8524,8525,18.06,-1.2,8,0.08,0.15,15.14,0.162
8525,8526,10.34,4.1,5,0.07,0.26,9.07,0.123
8526,8527,16.66,-1.9,8,0.09,0.26,14.27,0.143
8527,8528,21.72,-2.3,8,0.07,0.2,18.36,0.155
8528,8529,20.2,0.7,8,0.14,0.18,17.68,0.125
8529,8530,19.53,2.1,8,0.14,0.15,17.84,0.087
8530,8531,23.64,-3.6,8,0.14,0.25,20.56,0.13
8531,8532,10.27,-2.0,8,0.15,0.23,8.38,0.184
8532,8533,18.36,0.1,8,0.17,0.14,17.15,0.066
8533,8534,21.81,-1.0,5,0.19,0.26,19.16,0.122
8534,8535,18.12,2.4,8,0.08,0.28,16.49,0.09
8535,8536,14.86,0.6,3,0.14,0.11,14.01,0.057
8536,8537,12.04,-2.6,8,0.06,0.25,9.73,0.192
8537,8538,23.31,4.1,5,0.07,0.27,22.06,0.054
8538,8539,17.06,-1.4,3,0.15,0.3,14.49,0.151
8539,8540,23.17,2.6,8,0.12,0.15,20.45,0.117
8540,8541,18.79,3.0,8,0.16,0.17,16.6,0.117
8541,8542,20.11,4.7,3,0.11,0.29,18.49,0.081
8542,8543,22.06,0.5,8,0.07,0.12,19.9,0.098
8543,8544,19.89,1.5,5,0.18,0.2,17.43,0.124
8544,8545,15.97,-1.0,8,0.06,0.2,14.27,0.106
8545,8546,17.7,2.1,5,0.08,0.22,14.97,0.154
8546,8547,22.05,0.2,8,0.09,0.17,18.22,0.174
8547,8548,15.6,-0.1,3,0.2,0.29,14.39,0.078
8548,8549,15.82,3.7,5,0.11,0.15,13.72,0.133
8549,8550,11.44,-3.5,8,0.13,0.23,9.78,0.145
8550,8551,23.72,3.9,8,0.17,0.2,21.89,0.077
8551,8552,11.37,3.7,3,0.15,0.15,10.47,0.079
8552,8553,19.72,0.6,3,0.18,0.14,17.3,0.123
8553,8554,16.2,0.4,5,0.12,0.29,13.67,0.156
8554,8555,16.08,-0.7,5,0.2,0.21,15.01,0.067
8555,8556,20.19,4.9,5,0.17,0.22,19.01,0.058
8556,8557,11.01,-3.0,8,0.11,0.26,9.86,0.104
8557,8558,18.91,1.3,8,0.11,0.12,16.71,0.116
8558,8559,21.58,2.1,5,0.19,0.24,19.31,0.105
8559,8560,22.42,4.4,8,0.15,0.13,20.39,0.091
8560,8561,12.56,3.0,3,0.14,0.25,11.44,0.089
8561,8562,23.46,1.8,8,0.16,0.13,19.76,0.158
8562,8563,19.84,-2.9,5,0.13,0.27,17.4,0.123
8563,8564,23.23,-0.6,8,0.07,0.24,21.22,0.087
8564,8565,17.28,-2.8,3,0.1,0.18,16.34,0.054
8565,8566,18.13,3.9,5,0.13,0.17,16.0,0.117
8566,8567,23.79,2.7,5,0.05,0.13,21.31,0.104
8567,8568,23.5,2.8,5,0.12,0.28,21.45,0.087
8568,8569,16.72,1.9,5,0.16,0.12,15.26,0.087
8569,8570,14.12,0.6,8,0.07,0.19,12.39,0.123
8570,8571,15.9,-2.7,3,0.06,0.15,14.05,0.116
8571,8572,15.82,-1.0,8,0.18,0.3,14.01,0.114
8572,8573,14.3,-2.8,8,0.14,0.22,11.65,0.185
8573,8574,14.03,2.5,5,0.08,0.13,13.09,0.067
8574,8575,22.92,-2.6,3,0.17,0.23,20.18,0.12
8575,8576,11.05,2.3,8,0.15,0.3,9.6,0.131
8576,8577,20.16,2.2,3,0.1,0.22,19.04,0.056
8577,8578,12.59,0.1,3,0.11,0.19,11.82,0.061
8578,8579,15.17,-2.8,3,0.07,0.16,13.95,0.08
8579,8580,10.92,-1.2,3,0.18,0.12,9.56,0.125
8580,8581,14.05,-1.1,8,0.13,0.15,12.21,0.131
8581,8582,21.53,2.3,3,0.13,0.21,20.48,0.049
8582,8583,23.28,-3.0,8,0.18,0.25,19.15,0.177
8583,8584,13.32,3.5,3,0.05,0.28,11.48,0.138
8584,8585,16.95,2.8,3,0.06,0.26,14.54,0.142
8585,8586,17.05,-2.3,8,0.07,0.13,14.87,0.128
8586,8587,23.1,2.5,5,0.05,0.25,19.87,0.14
8587,8588,21.44,2.0,8,0.15,0.22,19.32,0.099
8588,8589,17.7,2.7,3,0.15,0.19,15.77,0.109
8589,8590,20.06,-2.3,8,0.08,0.21,16.77,0.164
8590,8591,22.71,-2.6,3,0.07,0.1,21.62,0.048
8591,8592,10.14,-1.9,8,0.07,0.11,8.86,0.126
8592,8593,16.04,-0.7,8,0.19,0.21,14.2,0.115
8593,8594,23.61,3.1,8,0.15,0.13,21.29,0.098
8594,8595,21.1,2.6,5,0.14,0.21,19.57,0.073
8595,8596,18.14,4.3,8,0.1,0.17,15.25,0.159
8596,8597,17.94,-3.5,8,0.11,0.28,15.28,0.148
8597,8598,15.22,-3.9,5,0.06,0.29,14.17,0.069
8598,8599,17.81,2.3,5,0.2,0.3,16.6,0.068
8599,8600,19.83,-1.5,3,0.16,0.28,18.64,0.06
8600,8601,16.28,-1.0,3,0.14,0.3,14.1,0.134
8601,8602,20.71,0.9,8,0.14,0.24,17.89,0.136
8602,8603,22.92,-3.1,3,0.13,0.29,20.64,0.099
8603,8604,12.32,1.8,8,0.09,0.23,11.13,0.097
8604,8605,16.77,-1.1,5,0.08,0.26,14.35,0.144
8605,8606,16.12,1.7,5,0.13,0.13,14.0,0.132
8606,8607,20.31,3.5,8,0.06,0.24,18.53,0.088
8607,8608,13.75,-2.5,3,0.06,0.29,11.54,0.161
8608,8609,19.6,4.4,3,0.13,0.21,17.13,0.126
8609,8610,23.16,0.8,3,0.19,0.14,21.05,0.091
8610,8611,16.27,4.3,8,0.19,0.21,13.97,0.141
8611,8612,23.67,-2.1,3,0.05,0.24,21.2,0.104
8612,8613,24.9,1.4,5,0.07,0.25,22.8,0.084
8613,8614,11.59,-0.4,5,0.14,0.2,10.82,0.066
8614,8615,13.5,3.0,5,0.18,0.14,12.08,0.105
8615,8616,24.26,1.5,5,0.19,0.29,20.81,0.142
8616,8617,24.37,0.5,5,0.18,0.25,22.51,0.076
8617,8618,11.47,4.2,5,0.15,0.15,10.06,0.123
8618,8619,10.22,-0.6,5,0.08,0.26,8.59,0.159
8619,8620,12.42,-2.0,5,0.06,0.17,11.39,0.083
8620,8621,24.94,1.5,5,0.06,0.16,22.81,0.085
8621,8622,12.7,1.6,8,0.14,0.27,11.33,0.108
8622,8623,17.54,-0.0,8,0.06,0.27,15.33,0.126
8623,8624,22.73,0.4,5,0.16,0.18,20.93,0.079
8624,8625,10.31,4.6,5,0.16,0.1,9.62,0.067
8625,8626,19.07,2.6,5,0.06,0.14,16.98,0.11
8626,8627,14.16,-3.0,3,0.19,0.28,12.8,0.096
8627,8628,22.94,-2.1,8,0.13,0.28,18.45,0.196
8628,8629,14.25,4.8,5,0.19,0.19,13.25,0.07
8629,8630,20.3,2.5,8,0.19,0.16,17.4,0.143
8630,8631,20.11,4.2,5,0.08,0.16,18.81,0.065
8631,8632,13.32,-1.3,3,0.11,0.28,11.51,0.136
8632,8633,10.52,2.7,5,0.07,0.16,9.54,0.093
8633,8634,16.14,2.4,8,0.17,0.2,13.78,0.146
8634,8635,14.34,-1.3,8,0.13,0.25,13.18,0.081
8635,8636,22.13,1.0,8,0.19,0.14,20.44,0.076
8636,8637,22.01,1.6,8,0.08,0.15,20.62,0.063
8637,8638,16.86,0.3,5,0.15,0.17,14.85,0.119
8638,8639,19.1,3.4,3,0.2,0.23,17.55,0.081
8639,8640,19.06,3.5,3,0.15,0.26,17.33,0.091
8640,8641,22.41,3.7,5,0.06,0.21,20.7,0.076
8641,8642,16.38,3.2,5,0.14,0.13,15.64,0.045
8642,8643,14.13,0.4,8,0.08,0.19,12.1,0.144
8643,8644,13.98,-0.6,5,0.05,0.13,12.36,0.116
8644,8645,18.04,3.5,3,0.1,0.12,16.09,0.108
8645,8646,16.74,0.4,5,0.09,0.22,14.74,0.119
8646,8647,16.6,-1.8,5,0.17,0.29,13.81,0.168
8647,8648,11.37,0.6,3,0.11,0.27,10.42,0.084
8648,8649,20.78,-2.7,3,0.16,0.25,18.88,0.091
8649,8650,13.21,2.2,5,0.05,0.25,11.98,0.093
8650,8651,12.95,-1.0,8,0.05,0.28,11.07,0.145
8651,8652,16.19,-1.7,8,0.05,0.25,13.86,0.144
8652,8653,13.42,4.6,8,0.08,0.23,11.27,0.16
8653,8654,18.76,3.0,3,0.11,0.17,16.39,0.126
8654,8655,15.57,3.1,3,0.14,0.12,14.81,0.049
8655,8656,16.73,1.6,8,0.2,0.19,14.28,0.146
8656,8657,18.06,3.6,5,0.1,0.28,16.11,0.108
8657,8658,13.05,2.8,5,0.06,0.22,11.62,0.11
8658,8659,12.34,1.4,5,0.08,0.14,11.43,0.074
8659,8660,23.21,4.7,3,0.18,0.23,21.78,0.062
8660,8661,16.51,-2.3,3,0.15,0.19,14.98,0.093
8661,8662,16.18,4.5,8,0.17,0.29,13.84,0.145
8662,8663,10.53,-0.4,5,0.07,0.13,9.83,0.066
8663,8664,17.47,0.8,3,0.07,0.24,15.18,0.131
8664,8665,18.31,-2.9,3,0.07,0.24,16.16,0.117
8665,8666,18.38,0.9,8,0.18,0.3,15.9,0.135
8666,8667,20.61,1.5,5,0.08,0.21,17.99,0.127
8667,8668,12.66,5.0,3,0.15,0.27,11.14,0.12
